valkyrie	Valkyrie, Norse warrior maiden: a woman in a winged silver helmet, chainmail under a blue tabard, feathered wings folded down tightly behind her back like a closed cloak, a spear held upright close against the body, gripped at its middle so its butt hangs clear of the ground at knee height and its head rises no higher than the crown of the head. Palette silver, blue, white, no shield.
vestal	A Roman Vestal priestess as an original character: a serene young woman with her hair bound in six braids under a white veil that hangs straight down her back, a long plain white stola with a narrow red border ending above the ankles, a white woollen band across her brow, a small red-and-white cord at her waist, sandalled feet apart, a small bronze lamp with a steady flame held tight against the outside of her right leg. Palette white, hearth red, bronze.
vidar	A silent Norse god of vengeance as an original character: a huge broad-shouldered man with a stern bearded face and dark hair under an iron cap, a dark green tunic under a heavy leather and iron lamellar coat ending above the knees, iron bracers, one enormous thick-soled leather boot on the right foot and a plain boot on the left, feet apart, a broad iron-shod staff held upright close against the body, gripped at its middle so its butt hangs clear of the ground at knee height and its head rises no higher than the crown of the head. Palette iron, dark green, leather brown.
ares_awakened	The Greek god of war in his awakened form as an original character: a towering bearded Spartan in a gold-chased Corinthian helmet with a crimson crest, an ornate gold muscled cuirass engraved with glowing crimson runes, a crimson tunic under gold-tipped leather pteruges, gold greaves and vambraces, sandals, a short gold sword held down at his right side flat against the thigh, no cape and no cloak, no shield.
athena_awakened	Athena, Greek goddess of wisdom and war: a tall woman in a crested bronze Corinthian helmet pushed back to show her face, a white peplos under a bronze breastplate with an owl emblem, a short spear held upright close against the body, gripped at its middle so its butt hangs clear of the ground at knee height and its head rises no higher than the crown of the head. Palette bronze, white, olive green, in an awakened form with gold-chased armour and faintly glowing accents, no shield.
freya_awakened	Freya, Norse goddess of love and war: a woman with long golden braids, a feathered cloak hanging close to the body, a blue dress under a bronze breastplate, a gold torc, a sword held down against her leg. Palette gold, blue, white, in an awakened form with gold-chased armour and faintly glowing accents.
hades_awakened	Hades, Greek god of the underworld, as an original character: a pale bearded man with a dark iron crown, a black and violet chiton ending above the knees over dark greaves, both sandalled feet visible, a dull gold pectoral, a two-pronged bident held upright close against the body, gripped at its middle so its butt hangs clear of the ground at knee height and its head rises no higher than the crown of the head. Palette black, violet, dull gold, in an awakened form with gold-chased armour and faintly glowing accents.
horus_awakened	Horus, falcon-headed Egyptian god of the sky: a falcon head with sharp golden eyes and the double crown, a bronze and gold pectoral, a white kilt with gold and turquoise panels, gold bracers, a khopesh held down against his right leg. Palette gold, white, turquoise, in an awakened form with gold-chased armour and faintly glowing accents.
isis_awakened	Isis, Egyptian goddess: a woman with a gold throne-shaped headdress and a vulture crown, long black hair, a white sheath dress with a gold and turquoise beaded net, a wide gold collar, gold armbands, an ankh sceptre held upright close against the body, gripped at its middle so its butt hangs clear of the ground at knee height and its head rises no higher than the crown of the head. Palette gold, white, turquoise, in an awakened form with gold-chased armour and faintly glowing accents.
mars_awakened	The Roman god of war as an original character: a broad heavily built bearded man in a bronze muscled cuirass with an engraved eagle on the chest, a bronze helmet with a tall red horsehair crest pushed up on his head, a red military cloak that hangs straight down his back, a pleated leather strap skirt over a red tunic ending above the knees, bronze greaves, hobnailed sandals with both feet apart, a tall spear held upright close against the body, gripped at its middle so its butt hangs clear of the ground at knee height and its head rises no higher than the crown of the head. Palette bronze, legion red, gold, in an awakened form with gold-chased armour and faintly glowing accents, no shield.
odin_awakened	Odin, Norse all-father: an old bearded man with one eye and an eyepatch, a wide-brimmed dark hat over grey hair, a dark blue cloak hanging close to the body, chainmail under a grey tunic, a spear held upright close against the body, gripped at its middle so its butt hangs clear of the ground at knee height and its head rises no higher than the crown of the head, a raven perched on his shoulder. Palette dark blue, grey, gold, in an awakened form with gold-chased armour and faintly glowing accents.
osiris_awakened	The Egyptian god of the dead as an original character: a serene man with smooth green skin, a tall white atef crown with two ostrich plumes, a plaited false beard, wrapped in white linen mummy bindings from the chest to the ankles with a red sash, a wide gold collar, both bandaged feet visible and apart, a gold crook held tight against the outside of his right leg and a flail against the left. Palette white, gold, green, in an awakened form with gold-chased armour and faintly glowing accents.
poseidon_awakened	Poseidon, Greek god of the sea: a powerful bearded man with sea-green hair and beard, a bronze and coral crown, a bare chest with scale-patterned bronze pauldrons, a deep blue wrapped cloth, a trident held upright close against the body, gripped at its middle so its butt hangs clear of the ground at knee height and its head rises no higher than the crown of the head. Palette sea green, deep blue, bronze, in an awakened form with gold-chased armour and faintly glowing accents.
ra_awakened	The Egyptian sun god as an original character: a tall falcon-headed man with bronze-gold feathers, a large golden sun disc with a coiled cobra on his brow, a white and gold kilt with a red sash, a wide gold collar inlaid with carnelian, gold vambraces, sandalled feet apart, a slender was-sceptre held upright close against the body, gripped at its middle so its butt hangs clear of the ground at knee height and its head rises no higher than the crown of the head. Palette gold, white, carnelian red, in an awakened form with gold-chased armour and faintly glowing accents.
sekhmet_awakened	The Egyptian lioness goddess of war in her awakened form as an original character: a tall powerful woman with the black-furred head of a lioness, a tall gold sun-disc crown with two rearing cobras, a broad gold collar set with carnelian, gold scale armour over a crimson war skirt with hanging gold plates ending above the knees, gold arm bands and sandals, a curved gold khopesh sword held down at her right side flat against the thigh.
thor_awakened	Thor, Norse god of thunder: a huge red-bearded man with a winged iron helmet, a leather and iron cuirass, a red cloak clasped close to the shoulders and hanging straight down behind, iron gauntlets, a short-handled war hammer held down against his right leg. Palette iron, red, gold, in an awakened form with gold-chased armour and faintly glowing accents.
thoth_awakened	The Egyptian ibis-headed god of wisdom in his awakened form as an original character: a slender man with the white-feathered head and long curved black beak of an ibis, a gold lunar crown on his brow, a white and gold pleated robe with a lapis collar and gold hieroglyphs down the front ending above the ankles, gold arm bands and sandals, a gold-capped papyrus scroll held down at his right side flat against the thigh.
zeus_awakened	The Greek king of the gods in his awakened form as an original character: a tall powerful man with a long white beard and white hair under a gold laurel crown, ornate gold scale armour over a white himation with a gold meander border ending above the ankles, gold arm bands and sandals, a gold thunderbolt held down at his right side flat against the thigh.
boss_colossus	A colossal bronze statue of a Greek warrior come to life as an original character: an enormous man-shaped figure of green-patinaed bronze plates with a stern classical face, a crested bronze helmet, a sculpted bronze cuirass and greaves, a bronze sword held down at his right side flat against the thigh.
boss_unwrapped_king	The unwrapped mummy of an Egyptian king as an original character: a tall gaunt dried corpse in trailing loosened linen wrappings, a cracked tarnished gold death mask over a withered face, a jewelled collar and a tattered royal kilt, a broken gold crook held down at his right side flat against the thigh.
